State, FIPS,Met_Healthy_People_Objective of,"Age_Adjusted_Incidence_Rate_cases_per_100,000","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval",Average_Annual_Count,Recent_Trend,"Recent_5_Year_Trend_in_Incidence_Rates","Lower_95%_Confidence_Interval","Upper_95%_Confidence_Interval"
"Holmes County, Ohio(6,10)",39075,***,1658.1 ,1505.4, 1821.9,88,stable,3.8 ,0.0, 7.7
"Long County, Georgia(7,8)",13183,***,1657.8 ,1349.3, 2015.5,22,stable,-3.0 ,-6.0, 0.1
"Howell County, Missouri(6,10)",29091,***,1657.6 ,1527.8, 1795.5,122,falling,-8.6 ,-16.1, -0.5
"Atchison County, Missouri(6,10)",29005,***,1657.3 ,1354.9, 2007.2,21,stable,-2.4 ,-14.4, 11.4
"Garfield County, Utah(7,8)",49017,***,1656.6 ,1303.5, 2075.5,15,stable,-0.5 ,-2.0, 1.1
"Lamb County, Texas(6,10)",48279,***,1656.2 ,1422.4, 1917.4,36,stable,-4.5 ,-23.7, 19.6
"Nevada County, Arkansas(6,10)",05099,***,1655.9 ,1388.6, 1959.8,27,stable,5.4 ,-8.3, 21.1
"Asotin County, Washington(6,10)",53003,***,1655.5 ,1493.5, 1830.2,77,falling,-16.8 ,-24.2, -8.6
"Eddy County, North Dakota(6,10)",38027,***,1655.4 ,1183.7, 2250.2,9,stable,4.7 ,-26.1, 48.1
"Carter County, Tennessee(6,10)",47019,***,1655.1 ,1548.2, 1767.5,182,stable,-5.7 ,-19.1, 9.9
"Otero County, Colorado(6,10)",08089,***,1654.3 ,1469.1, 1856.4,58,stable,-1.5 ,-9.0, 6.7
"Robertson County, Texas(6,10)",48395,***,1654.1 ,1453.9, 1874.3,50,falling,-6.5 ,-10.3, -2.6
"Le Flore County, Oklahoma(6,10)",40079,***,1651.4 ,1528, 1782,135,stable,5.7 ,-15.5, 32.2
"Randolph County, Georgia(7,8)",13243,***,1651.3 ,1369.7, 1973.2,25,stable,-1.1 ,-3.4, 1.3
"Bethel Census Area, Alaska(6,10)",02050,***,1650.4 ,1305.6, 2059.1,18,stable,21.9 ,-15.1, 75.1
"Gillespie County, Texas(6,10)",48171,***,1648.6 ,1518, 1787.5,119,stable,-1.2 ,-3.0, 0.7
"Kings County, California(7,8)",06031,***,1648.2 ,1551.9, 1748.9,223,falling,-8.7 ,-14.1, -2.9
"Hartley County, Texas(6,10)",48205,***,1646.3 ,1270.6, 2097.7,13,stable,1.6 ,-12.3, 17.8
"Brooks County, Texas(6,10)",48047,***,1645.8 ,1345.3, 1993.5,21,stable,-3.6 ,-21.3, 18.1
"Kendall County, Texas(6,10)",48259,***,1645.7 ,1510.2, 1790.1,112,stable,-1.3 ,-20.5, 22.7
"Brown County, Nebraska(6,10)",31017,***,1644.6 ,1254.3, 2116.8,12,stable,-1.9 ,-22.0, 23.3
"Mineral County, Nevada(6,10)",32021,***,1643.7 ,1321.9, 2020.3,18,stable,-10.4 ,-30.9, 16.0
"Walker County, Georgia(7,8)",13295,***,1643.3 ,1539.9, 1751.8,191,falling,-2.5 ,-4.2, -0.8
"Montgomery County, Maryland(6,10)",24031,***,1642.4 ,1611.8, 1673.4,2285,stable,-1.7 ,-4.3, 1.0
"Franklin County, Texas(6,10)",48159,***,1641.8 ,1406.4, 1905.4,35,stable,2.7 ,-12.9, 21.1
"Fort Bend County, Texas(6,10)",48157,***,1641.4 ,1594.1, 1689.8,998,falling,-2.8 ,-5.4, -0.2
"Isabella County, Michigan(6,10)",26073,***,1640.5 #  ,1511.4, 1777.7,122,stable,-5.0 ,-9.9, 0.0
"Nueces County, Texas(6,10)",48355,***,1640.1 ,1587.4, 1694,751,stable,-1.1 ,-4.2, 2.0
"Lincoln County, Tennessee(6,10)",47103,***,1638.7 ,1495.9, 1791.6,98,stable,4.2 ,-4.9, 14.2
"Jerauld County, South Dakota(6,10)",46073,***,1638.3 ,1166.1, 2235.6,9,stable,-3.6 ,-53.9, 101.4
"Hawaii County, Hawaii(7,8)",15001,***,1637.6 ,1574.8, 1702.3,545,falling,-2.0 ,-2.7, -1.3
"Taliaferro County, Georgia(7)",13265,***,1637.2 ,1104.8, 2335.7,6,*,*,*,*
"Bannock County, Idaho(7,8)",16005,***,1637 ,1527.1, 1752.7,169,falling,-1.6 ,-2.3, -0.9
"Prince William County, Virginia(6,10)",51153,***,1636.3 ,1574.2, 1700.2,574,stable,-1.4 ,-6.7, 4.2
"Douglas County, Missouri(6,10)",29067,***,1636 ,1434.4, 1858,48,stable,-3.5 ,-19.8, 16.1
"Warren County, Georgia(7)",13301,***,1635.9 ,1314.5, 2012.8,18,*,*,*,*
"Sweetwater County, Wyoming(6,10)",56037,***,1634.7 ,1458.8, 1826,67,stable,5.8 ,-5.3, 18.2
"Bent County, Colorado(6,10)",08011,***,1634.6 ,1284.2, 2050.7,15,stable,5.2 ,-20.8, 39.7
"Arlington County, Virginia(6,10)",51013,***,1633.3 ,1553.9, 1715.7,335,stable,-1.7 ,-11.3, 9.0
"Cedar County, Nebraska(6,10)",31027,***,1631.3 ,1370.5, 1926.5,29,stable,8.1 ,-8.0, 27.0
"Crane County, Texas(6,10)",48103,***,1630.9 ,1176, 2204.3,9,stable,-5.6 ,-29.1, 25.6
"Live Oak County, Texas(6,10)",48297,***,1630.6 ,1406.1, 1880.8,38,stable,-2.2 ,-10.6, 7.0
"Cochise County, Arizona(6,10)",04003,***,1630.3 ,1559.5, 1703.6,404,stable,2.5 ,-2.1, 7.4
"Liberty County, Florida(6,10)",12077,***,1629.4 ,1291.4, 2029.7,17,stable,-5.5 ,-33.9, 35.0
"Somervell County, Texas(6,10)",48425,***,1628.1 ,1345.6, 1952.3,24,stable,1.1 ,-23.9, 34.2
"Real County, Texas(6,10)",48385,***,1627.8 ,1274.2, 2050.4,15,stable,-4.1 ,-14.1, 7.1
"Neshoba County, Mississippi(6,10)",28099,***,1627.8 ,1459, 1810.7,69,stable,2.5 ,-8.3, 14.5
"Hampton County, South Carolina(6,10)",45049,***,1627 ,1432.4, 1840.9,52,stable,-6.0 ,-16.7, 6.1
"Routt County, Colorado(6,10)",08107,***,1627 ,1397.6, 1883.5,42,stable,-11.5 ,-22.7, 1.4
"LaGrange County, Indiana(6,10)",18087,***,1626.6 ,1466.5, 1799.5,77,stable,0.8 ,-5.4, 7.3
"Osage County, Oklahoma(6,10)",40113,***,1626.1 ,1503.1, 1756.7,133,stable,-3.5 ,-21.5, 18.7
"Tensas Parish, Louisiana(7,8)",22107,***,1625.9 ,1284.4, 2029.7,16,stable,-0.5 ,-3.7, 2.9
"Val Verde County, Texas(6,10)",48465,***,1624.5 ,1489.6, 1768.4,108,stable,4.1 ,-3.3, 12.0
"Uvalde County, Texas(6,10)",48463,***,1623 ,1454.8, 1805.3,69,stable,-1.1 ,-12.3, 11.5
"Lea County, New Mexico(7,8)",35025,***,1622.8 ,1493.1, 1760.7,117,falling,-3.2 ,-4.7, -1.8
"Shackelford County, Texas(6,10)",48417,***,1622.6 ,1203.1, 2140.6,10,stable,-8.3 ,-33.2, 25.8
"Delta County, Colorado(6,10)",08029,***,1622.6 ,1490.2, 1763.6,112,stable,-4.9 ,-15.4, 7.0
"Smith County, Mississippi(6,10)",28129,***,1622.5 ,1416.7, 1850,45,stable,5.9 ,-2.8, 15.4
"Bland County, Virginia(6,10)",51021,***,1622 ,1320.4, 1972.6,21,stable,-3.9 ,-25.8, 24.3
"Columbia County, Arkansas(6,10)",05027,***,1620.3 ,1445.7, 1810.2,63,stable,-4.5 ,-17.7, 10.9
"Gaines County, Texas(6,10)",48165,***,1619.3 ,1358.6, 1915.4,27,stable,6.6 ,-18.8, 39.9
"Gates County, North Carolina(6,10)",37073,***,1617.6 ,1376.1, 1889.4,33,stable,10.7 ,-17.8, 49.0
"Sumter County, Alabama(6,10)",01119,***,1617.5 ,1380.4, 1883.4,34,falling,-6.0 ,-9.7, -2.1
"Curry County, Oregon(6,10)",41015,***,1615.9 ,1482.1, 1758.6,109,stable,1.8 ,-15.3, 22.4
"Barry County, Missouri(6,10)",29009,***,1615.6 ,1482.1, 1758,110,rising,6.2 ,0.6, 12.1
"Walworth County, South Dakota(6,10)",46129,***,1614.8 ,1315.1, 1961.4,21,stable,-2.3 ,-21.5, 21.7
"Manassas Park City, Virginia(6,10)",51685,***,1614.6 ,1278.7, 2012.3,17,rising,27.3 ,4.8, 54.8
"Elliott County, Kentucky(7,8)",21063,***,1614.3 ,1314, 1963.2,21,stable,-1.8 ,-5.1, 1.6
"Jim Wells County, Texas(6,10)",48249,***,1614 ,1469.2, 1769.1,93,stable,-0.8 ,-21.2, 24.9
"Montgomery County, Arkansas(6,10)",05097,***,1613.8 ,1389.1, 1864.5,37,stable,-4.0 ,-24.0, 21.3
"Maverick County, Texas(6,10)",48323,***,1612.7 ,1473, 1762.1,99,stable,2.1 ,-10.6, 16.4
"Gonzales County, Texas(6,10)",48177,***,1611.2 ,1420.4, 1820.4,52,stable,-3.3 ,-20.0, 16.9
"Bladen County, North Carolina(6,10)",37017,***,1610.3 ,1473, 1757.2,105,stable,1.4 ,-9.9, 14.1
"Coconino County, Arizona(6,10)",04005,***,1609.3 ,1514.4, 1708.7,229,stable,0.1 ,-5.9, 6.5
"Smyth County, Virginia(6,10)",51173,***,1607.2 ,1469.4, 1754.4,101,falling,-8.6 ,-15.9, -0.7
"Bear Lake County, Idaho(7,8)",16007,***,1606.3 ,1291.1, 1974.9,18,stable,0.1 ,-2.2, 2.4
"Baker County, Georgia(7,8)",13007,***,1606.2 ,1189.1, 2124.1,10,stable,0.3 ,-4.8, 5.7
"Grimes County, Texas(6,10)",48185,***,1605.7 ,1436.3, 1789.8,69,stable,2.5 ,-14.6, 23.1
"Crawford County, Michigan(6,10)",26039,***,1604.6 #  ,1411.9, 1816.5,51,stable,5.5 ,-18.3, 36.1
"Madison County, Idaho(7,8)",16065,***,1604.3 ,1378.9, 1856,37,stable,-0.2 ,-2.0, 1.5
"Nelson County, North Dakota(6,10)",38063,***,1601.8 ,1235.3, 2042.7,13,stable,13.5 ,-9.4, 42.1
"Greene County, Virginia(6,10)",51079,***,1601.7 ,1393.4, 1832.5,45,stable,0.1 ,-8.8, 9.8
"Collingsworth County, Texas(6,10)",48087,***,1601.4 ,1152.2, 2167.1,8,stable,-9.7 ,-30.2, 16.7
"Oneida County, Idaho(7,8)",16071,***,1600.9 ,1227.2, 2052.4,13,stable,-1.8 ,-4.9, 1.4
"Van Buren County, Tennessee(6,10)",47175,***,1600.2 ,1278.8, 1978.3,18,stable,-6.2 ,-27.6, 21.5
"Allegan County, Michigan(6,10)",26005,***,1599.5 #  ,1512.6, 1690.1,262,stable,-0.0 ,-1.8, 1.7
"Hertford County, North Carolina(6,10)",37091,***,1599.4 ,1432.5, 1780.5,68,stable,-0.8 ,-15.7, 16.8
"Montgomery County, Virginia(6,10)",51121,***,1599.4 ,1492, 1712.4,169,stable,0.4 ,-1.7, 2.5
"Mills County, Texas(6,10)",48333,***,1599.1 ,1295, 1952.9,19,stable,11.3 ,-19.0, 52.9
"Owyhee County, Idaho(7,8)",16073,***,1598.5 ,1339.3, 1893.2,27,falling,-7.1 ,-12.6, -1.2
"Dunn County, North Dakota(6,10)",38025,***,1596.9 ,1177.5, 2116.6,10,stable,14.5 ,-20.3, 64.5
"Roberts County, South Dakota(6,10)",46109,***,1595.5 ,1344.1, 1879.9,29,stable,-1.4 ,-20.0, 21.6
"Polk County, North Carolina(6,10)",37149,***,1595 ,1449.6, 1750.9,91,stable,1.4 ,-7.1, 10.6
"Swisher County, Texas(6,10)",48437,***,1594.9 ,1304.2, 1930.6,21,stable,-3.7 ,-26.1, 25.5
"Roosevelt County, New Mexico(7,8)",35041,***,1594.5 ,1377.7, 1835.6,39,stable,-0.6 ,-1.5, 0.3
"Blanco County, Texas(6,10)",48031,***,1594.1 ,1368.4, 1846.8,38,stable,0.9 ,-23.3, 32.6
"Pinal County, Arizona(6,10)",04021,***,1591.4 ,1548.2, 1635.6,1091,stable,-3.1 ,-9.0, 3.1
"Benton County, Mississippi(6,10)",28009,***,1591.1 ,1315.7, 1907.7,24,stable,-4.4 ,-20.8, 15.4
"Crockett County, Texas(6,10)",48105,***,1589.9 ,1140.7, 2155.8,8,stable,1.8 ,-20.2, 29.9
"Floyd County, Virginia(6,10)",51063,***,1589.8 ,1393.7, 1805.9,49,stable,-3.7 ,-16.2, 10.6
"Donley County, Texas(6,10)",48129,***,1589.7 ,1223.9, 2030.7,13,stable,-10.3 ,-22.0, 3.1
"Fisher County, Texas(6,10)",48151,***,1587.1 ,1245.5, 1993.7,15,stable,10.1 ,-24.4, 60.3
"Wilson County, Texas(6,10)",48493,***,1587 ,1451.1, 1732.3,104,stable,3.5 ,-7.1, 15.3
"Mercer County, Missouri(6,10)",29129,***,1586.3 ,1202, 2053.1,12,stable,7.7 ,-19.1, 43.3
"McIntosh County, Georgia(7,8)",13191,***,1585.4 ,1388.5, 1802.8,49,falling,-3.5 ,-4.9, -2.0
"Jackson County, Tennessee(6,10)",47087,***,1585 ,1365.3, 1830.7,39,stable,-8.9 ,-19.6, 3.3
"Gilliam County, Oregon(6,10)",41021,***,1584.5 ,1103.5, 2201.7,7,stable,6.5 ,-40.8, 91.6
"Baker County, Oregon(6,10)",41001,***,1584.5 ,1409.1, 1775.7,60,falling,-20.1 ,-28.5, -10.7
"Custer County, South Dakota(6,10)",46033,***,1584 ,1339.5, 1860.2,31,stable,12.3 ,-7.6, 36.4
"Uinta County, Wyoming(6,10)",56041,***,1583.8 ,1347.2, 1849.9,34,stable,-6.8 ,-17.5, 5.3
"Collier County, Florida(6,10)",12021,***,1583.2 ,1548.9, 1617.9,1630,stable,-1.7 ,-5.9, 2.7
"Perkins County, Nebraska(6,10)",31135,***,1582.6 ,1161.1, 2106.4,10,stable,19.4 ,-13.5, 64.8
"Coosa County, Alabama(6,10)",01037,***,1580.6 ,1350.6, 1838.7,35,stable,2.4 ,-18.1, 27.9
"Juab County, Utah(7,8)",49023,***,1580.5 ,1272.4, 1941.2,19,stable,-0.2 ,-1.8, 1.4
"Bailey County, Texas(6,10)",48017,***,1578.4 ,1247.2, 1970.3,16,stable,-5.1 ,-24.3, 19.1
"Wallowa County, Oregon(6,10)",41063,***,1574.7 ,1321.9, 1861.8,28,stable,-8.6 ,-17.3, 1.1
"Curry County, New Mexico(7,8)",35009,***,1573.9 ,1432.8, 1725.2,92,falling,-1.1 ,-1.7, -0.6
"Medina County, Texas(6,10)",48325,***,1573.7 ,1445.5, 1710.3,114,stable,1.0 ,-7.9, 10.8
"Cache County, Utah(7,8)",49005,***,1573.6 ,1464.6, 1688.5,157,falling,-2.7 ,-3.8, -1.6
"Jefferson County, Florida(6,10)",12065,***,1572 ,1367.7, 1798.4,45,stable,-6.9 ,-18.1, 5.9
"Eddy County, New Mexico(7,8)",35015,***,1571.6 ,1449, 1701.8,123,falling,-2.4 ,-3.6, -1.3
"Lawrence County, South Dakota(6,10)",46081,***,1570.5 ,1407.1, 1747.4,70,stable,-3.4 ,-13.1, 7.4
"Terrell County, Texas(6,10)",48443,***,1569.6 ,891, 2555.8,3,*,*,*,*
"Pushmataha County, Oklahoma(6,10)",40127,***,1568.4 ,1352.8, 1809,38,stable,7.0 ,-12.3, 30.4
"Logan County, Colorado(6,10)",08075,***,1568 ,1384.5, 1768.7,54,stable,-2.7 ,-11.9, 7.5
"Camas County, Idaho(7,8)",16025,***,1567.5 ,861.2, 2633.2,3,stable,-2.8 ,-6.9, 1.6
"Griggs County, North Dakota(6,10)",38039,***,1567.2 ,1156.2, 2076.2,10,stable,18.9 ,-4.6, 48.2
"Bollinger County, Missouri(6,10)",29017,***,1566.3 ,1341.1, 1819,35,stable,-3.5 ,-29.3, 31.7
"Hillsdale County, Michigan(6,10)",26059,***,1565.6 #  ,1443.8, 1695,124,stable,7.4 ,-3.4, 19.4
"Tyler County, Texas(6,10)",48457,***,1562.9 ,1402, 1737.2,70,stable,-0.9 ,-8.0, 6.8
"Schley County, Georgia(7,8)",13249,***,1562.4 ,1183.4, 2027.6,12,stable,-1.5 ,-4.0, 1.1
"Colfax County, New Mexico(7,8)",35007,***,1560.3 ,1363.2, 1777.7,46,falling,-1.0 ,-1.6, -0.4
"Cheyenne County, Nebraska(6,10)",31033,***,1559.9 ,1296.6, 1860.3,26,stable,-3.2 ,-17.8, 13.9
"Valley County, Nebraska(6,10)",31175,***,1558.6 ,1229, 1948.6,16,stable,7.9 ,-8.5, 27.2
"Montrose County, Colorado(6,10)",08085,***,1558.3 ,1439.9, 1683.8,130,stable,-2.5 ,-8.7, 4.1
"Guadalupe County, New Mexico(7,8)",35019,***,1557.4 ,1193.1, 1997.3,12,stable,-0.8 ,-2.3, 0.7
"White Pine County, Nevada(6,10)",32033,***,1556.1 ,1290.9, 1859.8,24,stable,15.2 ,-14.8, 55.9
"Rappahannock County, Virginia(6,10)",51157,***,1554.7 ,1291, 1856.7,26,stable,-3.7 ,-24.4, 22.6
"Lincoln County, Arkansas(6,10)",05079,***,1553.2 ,1312.5, 1825.1,30,stable,-0.9 ,-14.7, 15.1
"Malheur County, Oregon(6,10)",41045,***,1552.7 ,1398.4, 1719.3,75,stable,-9.6 ,-29.9, 16.6
"Sitka Borough, Alaska(6,10)",02220,***,1551.9 ,1237.7, 1922,18,stable,-8.3 ,-38.8, 37.4
"Dickenson County, Virginia(6,10)",51051,***,1550.8 ,1350.8, 1772.2,44,stable,1.2 ,-13.3, 18.1
"Cass County, Michigan(6,10)",26027,***,1550.4 #  ,1437, 1670.4,145,stable,1.0 ,-14.5, 19.2
"Carbon County, Wyoming(6,10)",56007,***,1546.4 ,1321.4, 1799.2,35,stable,2.4 ,-10.2, 16.9
"Ouray County, Colorado(6,10)",08091,***,1545.9 ,1191, 1974.8,15,stable,-7.1 ,-28.8, 21.3
"Loudoun County, Virginia(6,10)",51107,***,1545.4 ,1479.5, 1613.5,433,stable,-4.8 ,-10.8, 1.7
"Hempstead County, Arkansas(6,10)",05057,***,1544.7 ,1369.9, 1735.7,57,stable,0.3 ,-7.8, 9.1
"Latimer County, Oklahoma(6,10)",40077,***,1543.5 ,1317.4, 1797.2,33,stable,14.8 ,-9.1, 44.9
"Crosby County, Texas(6,10)",48107,***,1540.7 ,1219, 1921.1,16,stable,-6.3 ,-26.6, 19.5
"La Plata County, Colorado(6,10)",08067,***,1539 ,1410.5, 1676.1,114,falling,-10.6 ,-19.5, -0.7
"San Juan County, New Mexico(7,8)",35045,***,1538.8 ,1452.5, 1628.8,242,falling,-0.9 ,-1.3, -0.5
"Humboldt County, Nevada(6,10)",32013,***,1538.8 ,1290, 1822.2,29,stable,5.3 ,-11.4, 25.2
"Edwards County, Texas(6,10)",48137,***,1538.8 ,1062, 2155.3,7,stable,-9.7 ,-19.4, 1.1
"Dooly County, Georgia(7,8)",13093,***,1537.6 ,1316.1, 1786.1,36,stable,-2.2 ,-4.5, 0.2
"Hooker County, Nebraska(6,10)",31091,***,1535 ,845.8, 2562.7,3,stable,-8.4 ,-33.9, 26.9
"Alamosa County, Colorado(6,10)",08003,***,1534.8 ,1295.6, 1805.5,30,stable,-6.0 ,-24.0, 16.2
"Washington County, Colorado(6,10)",08121,***,1533.5 ,1193.3, 1939.1,14,stable,2.1 ,-24.4, 38.0
"Crowley County, Colorado(6,10)",08025,***,1533.3 ,1143.9, 2012.5,11,stable,7.8 ,-24.3, 53.7
"Iron County, Michigan(6,10)",26071,***,1533.2 #  ,1341.5, 1744.2,48,stable,-2.6 ,-13.6, 9.8
"Alexandria City, Virginia(6,10)",51510,***,1533 ,1443.6, 1626.5,236,stable,-2.8 ,-14.1, 10.1
"Glascock County, Georgia(7)",13125,***,1530.9 ,1060, 2135.5,7,*,*,*,*
"Ochiltree County, Texas(6,10)",48357,***,1530.5 ,1211.7, 1907.7,16,stable,-10.0 ,-26.5, 10.1
"St. Clair County, Missouri(6,10)",29185,***,1529.9 ,1317.7, 1766.5,37,stable,6.5 ,-3.8, 17.9
"Butler County, Alabama(6,10)",01013,***,1529.1 ,1354.5, 1719.9,56,stable,-0.7 ,-18.6, 21.2
"Yuma County, Arizona(6,10)",04027,***,1529 ,1471.6, 1588.2,534,stable,-0.3 ,-5.0, 4.6
"Rio Grande County, Colorado(6,10)",08105,***,1527.6 ,1297, 1787.6,32,stable,2.6 ,-14.4, 23.1
"Atascosa County, Texas(6,10)",48013,***,1527.6 ,1394.6, 1669.9,99,stable,-7.9 ,-16.4, 1.6
"Dimmit County, Texas(6,10)",48127,***,1527.3 ,1258, 1836.5,23,stable,-5.7 ,-36.6, 40.2
"Norton City, Virginia(6,10)",51720,***,1527.3 ,1127.4, 2022.5,10,stable,-10.4 ,-42.3, 39.1
"Hale County, Alabama(6,10)",01065,***,1523.2 ,1319.3, 1750.1,41,stable,-5.2 ,-17.6, 9.1
"Fairfax County, Virginia(6,10)",51059,***,1523.1 ,1492.2, 1554.5,1946,stable,-4.0 ,-10.1, 2.5
"Kemper County, Mississippi(6,10)",28069,***,1522.3 ,1278.8, 1798.5,28,stable,3.4 ,-4.5, 12.0
"DeBaca County, New Mexico(7,8)",35011,***,1521.3 ,1060.2, 2113.8,7,stable,-0.7 ,-2.3, 1.0
"Baraga County, Michigan(6,10)",26013,***,1521.1 #  ,1264.2, 1815.2,25,stable,-8.5 ,-18.7, 3.1
"Pulaski County, Georgia(7,8)",13235,***,1519.7 ,1295.3, 1772.2,33,stable,-1.9 ,-4.0, 0.2
"Lynn County, Texas(6,10)",48305,***,1518.9 ,1192.1, 1907.9,15,stable,-0.5 ,-18.3, 21.2
"Hardeman County, Texas(6,10)",48197,***,1518 ,1162.4, 1947.8,12,stable,7.3 ,-26.3, 56.2
"Yuma County, Colorado(6,10)",08125,***,1516.2 ,1261.6, 1806.5,25,stable,-6.4 ,-25.7, 17.8
"Wise County, Virginia(6,10)",51195,***,1513.7 ,1378.4, 1658.8,94,stable,-2.2 ,-13.7, 10.9
"Clinton County, Michigan(6,10)",26037,***,1512.7 #  ,1411.5, 1619.2,171,stable,-1.6 ,-13.5, 12.0
"Stevens County, Washington(6,10)",53065,***,1512.3 ,1396.6, 1635.3,133,falling,-12.6 ,-20.6, -3.7
"Lipscomb County, Texas(6,10)",48295,***,1511.5 ,1072.4, 2070,8,stable,2.4 ,-39.8, 74.3
"Jackson County, South Dakota(6,10)",46071,***,1509.9 ,1032.3, 2131,7,stable,1.2 ,-62.7, 174.6
"Webb County, Texas(6,10)",48479,***,1507.1 ,1435, 1581.9,336,stable,-4.4 ,-8.7, 0.1
"Lafayette County, Arkansas(6,10)",05073,***,1506.9 ,1246.6, 1806,24,falling,-15.9 ,-25.3, -5.3
"Armstrong County, Texas(6,10)",48011,***,1506.9 ,1014.9, 2154.4,6,falling,-29.5 ,-44.3, -10.8
"Pecos County, Texas(6,10)",48371,***,1504.6 ,1270.2, 1769.8,29,stable,1.5 ,-15.8, 22.4
"Keweenaw County, Michigan(6,10)",26083,***,1503.8 #  ,1096.3, 2017,10,stable,11.3 ,-15.0, 45.9
"Harney County, Oregon(6,10)",41025,***,1501.7 ,1239.9, 1802.8,23,stable,1.1 ,-17.5, 23.8
"Menard County, Texas(6,10)",48327,***,1501.3 ,1086.5, 2020.4,9,stable,-4.3 ,-37.8, 47.1
"Daniels County, Montana(6,10)",30019,***,1500.7 ,1016.2, 2132.3,6,stable,-3.6 ,-36.4, 46.3
"Montezuma County, Colorado(6,10)",08083,***,1499.9 ,1346.2, 1666.3,72,stable,-6.4 ,-19.6, 9.1
"Lake County, Colorado(6,10)",08065,***,1499.4 ,1127.5, 1956.5,12,stable,-10.0 ,-39.2, 33.2
"Concho County, Texas(6,10)",48095,***,1499 ,1095.4, 2003.3,9,stable,-5.5 ,-26.1, 21.0
"Hidalgo County, Texas(6,10)",48215,***,1498.9 ,1461.9, 1536.6,1256,falling,-3.2 ,-5.5, -0.9
"Pickett County, Tennessee(6,10)",47137,***,1498.6 ,1208.5, 1838.4,19,stable,-7.5 ,-24.7, 13.7
"Eagle County, Colorado(6,10)",08037,***,1497 ,1316, 1696.4,64,stable,-3.8 ,-12.4, 5.5
"Adams County, Washington(6,10)",53001,***,1496.4 ,1260.9, 1762.9,29,stable,-1.8 ,-19.9, 20.4
"Carson County, Texas(6,10)",48065,***,1495.7 ,1179.4, 1870.9,15,stable,9.7 ,-19.9, 50.3
"Teton County, Idaho(7,8)",16081,***,1493 ,1141.1, 1919.2,13,stable,-1.0 ,-4.7, 3.0
"Whitman County, Washington(6,10)",53075,***,1490.9 ,1335.2, 1659.9,69,falling,-17.8 ,-22.4, -12.9
"Santa Cruz County, Arizona(6,10)",04023,***,1490.2 ,1364.2, 1624.8,105,stable,0.4 ,-8.3, 9.9
"Shannon County, Missouri(6,10)",29203,***,1486.8 ,1231.5, 1780.3,25,falling,-18.4 ,-24.8, -11.5
"Goshen County, Wyoming(6,10)",56015,***,1486.5 ,1286, 1709.3,40,stable,-1.2 ,-21.9, 25.0
"Lincoln County, New Mexico(7,8)",35027,***,1482.6 ,1333.2, 1644.3,75,falling,-2.4 ,-3.0, -1.8
"Skamania County, Washington(6,10)",53059,***,1481.7 ,1240.7, 1755.8,28,stable,-9.3 ,-36.0, 28.7
"Pierce County, Wisconsin(6,10)",55093,***,1477.1 ,1330.1, 1635.9,76,stable,-4.1 ,-12.8, 5.4
"Grant County, New Mexico(7,8)",35017,***,1474.9 ,1347.4, 1611.2,101,falling,-1.7 ,-2.5, -0.8
"San Miguel County, New Mexico(7,8)",35047,***,1474.2 ,1327.9, 1632.3,77,falling,-1.0 ,-1.7, -0.3
"Jim Hogg County, Texas(6,10)",48247,***,1473.9 ,1124.7, 1898,12,stable,-5.1 ,-32.2, 32.8
"Schleicher County, Texas(6,10)",48413,***,1473.6 ,1022.4, 2059.3,7,stable,9.2 ,-10.3, 32.9
"Hickory County, Missouri(6,10)",29085,***,1472.9 ,1280.9, 1685.7,43,stable,0.3 ,-15.1, 18.4
"Cochran County, Texas(6,10)",48079,***,1469.7 ,1013, 2064.4,7,stable,-8.1 ,-33.1, 26.3
"Kimble County, Texas(6,10)",48267,***,1469 ,1174.4, 1815.4,17,stable,2.7 ,-22.8, 36.6
"Duval County, Texas(6,10)",48131,***,1468.3 ,1237.6, 1729.3,29,stable,-1.8 ,-21.3, 22.6
"Puerto Rico(6,10)",72001,***,1467.4 ,1453.8, 1481.2,8932,falling,-2.2 ,-3.7, -0.8
"Mason County, Michigan(6,10)",26105,***,1466.9 #  ,1332, 1611.8,88,stable,2.5 ,-7.3, 13.4
"Wade Hampton Census Area, Alaska(6,10)",02270,***,1466.4 ,979.7, 2116.3,6,stable,20.3 ,-28.7, 103.2
"Lake County, Michigan(6,10)",26085,***,1464.1 #  ,1275.2, 1673.7,45,stable,2.8 ,-12.5, 20.7
"Zavala County, Texas(6,10)",48507,***,1462.9 ,1204.4, 1760.4,23,stable,-0.8 ,-22.9, 27.5
"Parmer County, Texas(6,10)",48369,***,1462.8 ,1178.5, 1794.9,18,stable,8.6 ,-21.7, 50.8
"Sevier County, Arkansas(6,10)",05133,***,1461.9 ,1247.1, 1703.1,33,stable,-10.6 ,-33.6, 20.3
"Baca County, Colorado(6,10)",08009,***,1461.4 ,1123.4, 1868,13,stable,-1.7 ,-26.6, 31.8
"Platte County, Wyoming(6,10)",56031,***,1461 ,1230.4, 1722.4,29,stable,-9.3 ,-24.0, 8.2
"Granite County, Montana(6,10)",30039,***,1460.1 ,1111.5, 1883.8,12,stable,-12.1 ,-26.0, 4.4
"Telfair County, Georgia(7,8)",13271,***,1459.2 ,1255.6, 1686.3,37,falling,-1.3 ,-2.3, -0.2
